#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_113540_0:003343|NODE_859_length_15811_cov_67.394560:11233-15303  -            992 179362at2759         -            938   3.5e-87  288.2 108.0   3   3    0.0015    0.0015   11.4  28.5   489   708   750   973   743   990 0.73 -
179362at2759_1858805_1:001eb0|NODE_859_length_15811_cov_67.394560:11233-14695 -            540 179362at2759         -            938   3.8e-87  288.1  38.5   1   2   3.1e-83   3.2e-83  275.1  18.9     1   305     7   326     7   351 0.86 -
179362at2759_1858805_1:001eb0|NODE_859_length_15811_cov_67.394560:11233-14695 -            540 179362at2759         -            938   3.8e-87  288.1  38.5   2   2   8.5e-05   8.6e-05   15.5  17.2   413   645   314   538   310   540 0.75 -
179362at2759_83485_0:000fa8|NODE_859_length_15811_cov_67.394560:11233-15249   -            994 179362at2759         -            938   3.8e-87  288.1 118.4   1   4   4.2e-80   4.2e-80  264.7  25.2     1   351     7   382     7   388 0.84 -
179362at2759_83485_0:000fa8|NODE_859_length_15811_cov_67.394560:11233-15249   -            994 179362at2759         -            938   3.8e-87  288.1 118.4   2   4   0.00025   0.00025   14.0  53.9   166   472   304   625   301   630 0.78 -
179362at2759_83485_0:000fa8|NODE_859_length_15811_cov_67.394560:11233-15249   -            994 179362at2759         -            938   3.8e-87  288.1 118.4   3   4   1.3e-05   1.3e-05   18.2  21.6   408   653   599   841   590   846 0.78 -
179362at2759_83485_0:000fa8|NODE_859_length_15811_cov_67.394560:11233-15249   -            994 179362at2759         -            938   3.8e-87  288.1 118.4   4   4     0.019      0.02    7.7  32.4   489   699   765   984   758   994 0.62 -
179362at2759_6500_0:002a24|NODE_859_length_15811_cov_67.394560:11233-15255    -            967 179362at2759         -            938   3.9e-87  288.0 120.5   1   3   7.3e-80   7.4e-80  263.9   3.9     1   219     7   250     7   266 0.83 -
179362at2759_6500_0:002a24|NODE_859_length_15811_cov_67.394560:11233-15255    -            967 179362at2759         -            938   3.9e-87  288.0 120.5   2   3   1.4e-05   1.4e-05   18.1  59.2   146   472   266   600   263   606 0.77 -
179362at2759_6500_0:002a24|NODE_859_length_15811_cov_67.394560:11233-15255    -            967 179362at2759         -            938   3.9e-87  288.0 120.5   3   3   1.2e-05   1.3e-05   18.3  46.9   367   755   574   953   566   966 0.77 -
179362at2759_630390_1:0000af|NODE_859_length_15811_cov_67.394560:11233-15279  -            873 179362at2759         -            938   4.1e-87  288.0  89.1   1   3   5.9e-84     6e-84  277.5  32.3     1   393     7   427     7   430 0.84 -
179362at2759_630390_1:0000af|NODE_859_length_15811_cov_67.394560:11233-15279  -            873 179362at2759         -            938   4.1e-87  288.0  89.1   2   3       1.7       1.7    1.3  33.4   500   746   303   499   294   543 0.41 -
179362at2759_630390_1:0000af|NODE_859_length_15811_cov_67.394560:11233-15279  -            873 179362at2759         -            938   4.1e-87  288.0  89.1   3   3   0.00034   0.00034   13.5  39.3   354   705   519   859   484   872 0.61 -
179362at2759_34882_0:0007d8|NODE_859_length_15811_cov_67.394560:11233-15222   -            912 179362at2759         -            938   4.2e-87  287.9 101.4   1   3   2.1e-81   2.1e-81  269.1  23.1     1   336     7   369     7   376 0.86 -
179362at2759_34882_0:0007d8|NODE_859_length_15811_cov_67.394560:11233-15222   -            912 179362at2759         -            938   4.2e-87  287.9 101.4   2   3     0.014     0.014    8.2  45.0   167   472   293   589   282   594 0.58 -
179362at2759_34882_0:0007d8|NODE_859_length_15811_cov_67.394560:11233-15222   -            912 179362at2759         -            938   4.2e-87  287.9 101.4   3   3   9.6e-07   9.7e-07   22.0  71.4   208   725   398   907   395   911 0.77 -
179362at2759_9986_0:000aae|NODE_859_length_15811_cov_67.394560:11233-15222    -            912 179362at2759         -            938   4.2e-87  287.9 101.4   1   3   2.1e-81   2.1e-81  269.1  23.1     1   336     7   369     7   376 0.86 -
179362at2759_9986_0:000aae|NODE_859_length_15811_cov_67.394560:11233-15222    -            912 179362at2759         -            938   4.2e-87  287.9 101.4   2   3     0.014     0.014    8.2  45.0   167   472   293   589   282   594 0.58 -
179362at2759_9986_0:000aae|NODE_859_length_15811_cov_67.394560:11233-15222    -            912 179362at2759         -            938   4.2e-87  287.9 101.4   3   3   9.6e-07   9.7e-07   22.0  71.4   208   725   398   907   395   911 0.77 -
179362at2759_747525_1:00194b|NODE_859_length_15811_cov_67.394560:11233-15294  -            918 179362at2759         -            938   4.4e-87  287.9  96.7   1   2     1e-82   1.1e-82  273.4  17.1     1   320     7   346     7   352 0.80 -
179362at2759_747525_1:00194b|NODE_859_length_15811_cov_67.394560:11233-15294  -            918 179362at2759         -            938   4.4e-87  287.9  96.7   2   2   4.2e-06   4.2e-06   19.8  64.9   260   739   398   874   383   875 0.79 -
179362at2759_9172_0:001829|NODE_859_length_15811_cov_67.394560:11233-15240    -            904 179362at2759         -            938   4.7e-87  287.8  90.3   1   2   9.9e-83     1e-82  273.4  19.5     1   341     7   374     7   383 0.86 -
179362at2759_9172_0:001829|NODE_859_length_15811_cov_67.394560:11233-15240    -            904 179362at2759         -            938   4.7e-87  287.8  90.3   2   2   1.7e-05   1.7e-05   17.8  62.1   248   728   433   896   427   904 0.76 -
179362at2759_240176_1:00256c|NODE_859_length_15811_cov_67.394560:11233-15315  -            887 179362at2759         -            938   4.9e-87  287.7  83.1   1   2   4.6e-82   4.7e-82  271.2  18.2     1   336     7   364     7   372 0.88 -
179362at2759_240176_1:00256c|NODE_859_length_15811_cov_67.394560:11233-15315  -            887 179362at2759         -            938   4.9e-87  287.7  83.1   2   2   1.3e-05   1.4e-05   18.2  57.4   249   694   429   871   424   881 0.67 -
179362at2759_43346_0:004958|NODE_859_length_15811_cov_67.394560:11233-15141   -            885 179362at2759         -            938   4.9e-87  287.7  96.3   1   3     7e-82   7.1e-82  270.6  39.6     1   424     7   458     7   461 0.84 -
179362at2759_43346_0:004958|NODE_859_length_15811_cov_67.394560:11233-15141   -            885 179362at2759         -            938   4.9e-87  287.7  96.3   2   3     0.014     0.015    8.1  45.5   183   472   291   589   280   593 0.62 -
179362at2759_43346_0:004958|NODE_859_length_15811_cov_67.394560:11233-15141   -            885 179362at2759         -            938   4.9e-87  287.7  96.3   3   3   6.2e-07   6.3e-07   22.6  65.6   208   690   398   876   394   885 0.78 -
179362at2759_747676_1:002c34|NODE_859_length_15811_cov_67.394560:11233-15225  -            975 179362at2759         -            938   4.9e-87  287.7 110.3   1   3   1.1e-79   1.1e-79  263.3  25.7     1   351     7   382     7   388 0.84 -
179362at2759_747676_1:002c34|NODE_859_length_15811_cov_67.394560:11233-15225  -            975 179362at2759         -            938   4.9e-87  287.7 110.3   2   3    0.0027    0.0027   10.6  57.3   326   697   287   651   283   670 0.73 -
179362at2759_747676_1:002c34|NODE_859_length_15811_cov_67.394560:11233-15225  -            975 179362at2759         -            938   4.9e-87  287.7 110.3   3   3     5e-08     5e-08   26.2  78.5   173   742   402   957   393   974 0.69 -
179362at2759_7260_0:0001b8|NODE_859_length_15811_cov_67.394560:11233-15261    -            987 179362at2759         -            938   4.9e-87  287.7 105.4   1   3   2.4e-82   2.4e-82  272.2  23.5     1   363     7   396     7   397 0.86 -
179362at2759_7260_0:0001b8|NODE_859_length_15811_cov_67.394560:11233-15261    -            987 179362at2759         -            938   4.9e-87  287.7 105.4   2   3   7.9e-06     8e-06   18.9  44.5   194   560   379   747   356   760 0.73 -
179362at2759_7260_0:0001b8|NODE_859_length_15811_cov_67.394560:11233-15261    -            987 179362at2759         -            938   4.9e-87  287.7 105.4   3   3     0.029      0.03    7.1  27.7   489   702   759   976   753   986 0.71 -
179362at2759_7394_0:000b91|NODE_859_length_15811_cov_67.394560:11233-15249    -            922 179362at2759         -            938   5.1e-87  287.6 100.3   1   3   9.7e-83   9.8e-83  273.5  28.8     1   385     7   416     7   424 0.83 -
179362at2759_7394_0:000b91|NODE_859_length_15811_cov_67.394560:11233-15249    -            922 179362at2759         -            938   5.1e-87  287.6 100.3   2   3     0.015     0.016    8.0  31.7   248   472   380   595   369   602 0.51 -
179362at2759_7394_0:000b91|NODE_859_length_15811_cov_67.394560:11233-15249    -            922 179362at2759         -            938   5.1e-87  287.6 100.3   3   3   0.00016   0.00016   14.6  34.3   461   747   637   920   626   922 0.67 -
179362at2759_1868482_0:00203f|NODE_859_length_15811_cov_67.394560:11233-15222 -            891 179362at2759         -            938   5.6e-87  287.5 100.0   1   3   1.2e-82   1.2e-82  273.2  43.6     1   449     7   483     7   484 0.85 -
179362at2759_1868482_0:00203f|NODE_859_length_15811_cov_67.394560:11233-15222 -            891 179362at2759         -            938   5.6e-87  287.5 100.0   2   3    0.0066    0.0067    9.3  57.5   279   665   228   620   226   632 0.78 -
179362at2759_1868482_0:00203f|NODE_859_length_15811_cov_67.394560:11233-15222 -            891 179362at2759         -            938   5.6e-87  287.5 100.0   3   3   1.8e-06   1.8e-06   21.1  69.7   239   725   401   886   395   890 0.64 -
179362at2759_698492_1:0002d1|NODE_859_length_15811_cov_67.394560:11233-15282  -            539 179362at2759         -            938   5.7e-87  287.5  46.7   1   2   5.7e-87   5.7e-87  287.5  46.7     1   458     7   492     7   495 0.79 -
179362at2759_698492_1:0002d1|NODE_859_length_15811_cov_67.394560:11233-15282  -            539 179362at2759         -            938   5.7e-87  287.5  46.7   2   2      0.69       0.7    2.6  12.6   585   676   438   530   423   538 0.32 -
179362at2759_6185_0:002061|NODE_859_length_15811_cov_67.394560:11233-15303    -           1034 179362at2759         -            938   5.8e-87  287.5 126.7   1   4   7.5e-81   7.6e-81  267.2  24.5     1   336     7   369     7   375 0.86 -
179362at2759_6185_0:002061|NODE_859_length_15811_cov_67.394560:11233-15303    -           1034 179362at2759         -            938   5.8e-87  287.5 126.7   2   4   0.00027   0.00027   13.9  54.2   166   472   292   613   288   619 0.78 -
179362at2759_6185_0:002061|NODE_859_length_15811_cov_67.394560:11233-15303    -           1034 179362at2759         -            938   5.8e-87  287.5 126.7   3   4   2.4e-05   2.5e-05   17.3  31.8   367   693   587   900   580   902 0.77 -
179362at2759_6185_0:002061|NODE_859_length_15811_cov_67.394560:11233-15303    -           1034 179362at2759         -            938   5.8e-87  287.5 126.7   4   4         1         1    2.0  20.9   516   663   881  1026   870  1033 0.47 -
179362at2759_1095629_1:00212d|NODE_859_length_15811_cov_67.394560:11233-15294 -            978 179362at2759         -            938   5.8e-87  287.5 117.5   1   4   1.2e-80   1.2e-80  266.5   4.8     1   223     7   251     7   262 0.89 -
179362at2759_1095629_1:00212d|NODE_859_length_15811_cov_67.394560:11233-15294 -            978 179362at2759         -            938   5.8e-87  287.5 117.5   2   4   0.00027   0.00027   13.9  59.4   324   697   268   642   264   664 0.80 -
179362at2759_1095629_1:00212d|NODE_859_length_15811_cov_67.394560:11233-15294 -            978 179362at2759         -            938   5.8e-87  287.5 117.5   3   4    0.0037    0.0038   10.1  15.5   371   561   587   772   584   785 0.80 -
179362at2759_1095629_1:00212d|NODE_859_length_15811_cov_67.394560:11233-15294 -            978 179362at2759         -            938   5.8e-87  287.5 117.5   4   4    0.0012    0.0012   11.7  28.1   489   686   783   975   775   978 0.80 -
179362at2759_112268_0:0007f1|NODE_859_length_15811_cov_67.394560:11233-15258  -            896 179362at2759         -            938     6e-87  287.4  99.6   1   2   2.1e-82   2.1e-82  272.4  47.1     1   468     7   503     7   508 0.73 -
179362at2759_112268_0:0007f1|NODE_859_length_15811_cov_67.394560:11233-15258  -            896 179362at2759         -            938     6e-87  287.4  99.6   2   2   1.3e-06   1.3e-06   21.5  78.0   195   747   342   891   338   895 0.67 -
179362at2759_8255_0:002fd0|NODE_859_length_15811_cov_67.394560:11233-15303    -            967 179362at2759         -            938   6.2e-87  287.4 108.1   1   3   1.8e-81   1.8e-81  269.3  22.8     1   336     7   369     7   377 0.86 -
179362at2759_8255_0:002fd0|NODE_859_length_15811_cov_67.394560:11233-15303    -            967 179362at2759         -            938   6.2e-87  287.4 108.1   2   3   3.2e-05   3.2e-05   16.9  41.5   208   559   404   756   380   765 0.79 -
179362at2759_8255_0:002fd0|NODE_859_length_15811_cov_67.394560:11233-15303    -            967 179362at2759         -            938   6.2e-87  287.4 108.1   3   3     0.001     0.001   12.0  28.4   489   688   769   963   762   966 0.81 -
179362at2759_13735_0:002f31|NODE_859_length_15811_cov_67.394560:11233-15249   -            908 179362at2759         -            938   6.2e-87  287.4  83.6   1   2   1.9e-82   1.9e-82  272.5  14.1     1   309     7   343     7   378 0.81 -
179362at2759_13735_0:002f31|NODE_859_length_15811_cov_67.394560:11233-15249   -            908 179362at2759         -            938   6.2e-87  287.4  83.6   2   2   3.1e-06   3.2e-06   20.3  61.5   246   728   431   897   416   908 0.80 -
179362at2759_42254_0:001fbc|NODE_859_length_15811_cov_67.394560:11233-15249   -            908 179362at2759         -            938   6.2e-87  287.4  83.6   1   2   1.9e-82   1.9e-82  272.5  14.1     1   309     7   343     7   378 0.81 -
179362at2759_42254_0:001fbc|NODE_859_length_15811_cov_67.394560:11233-15249   -            908 179362at2759         -            938   6.2e-87  287.4  83.6   2   2   3.1e-06   3.2e-06   20.3  61.5   246   728   431   897   416   908 0.80 -
179362at2759_8469_0:0025cb|NODE_859_length_15811_cov_67.394560:11233-15249    -            908 179362at2759         -            938   6.2e-87  287.4  83.6   1   2   1.9e-82   1.9e-82  272.5  14.1     1   309     7   343     7   378 0.81 -
179362at2759_8469_0:0025cb|NODE_859_length_15811_cov_67.394560:11233-15249    -            908 179362at2759         -            938   6.2e-87  287.4  83.6   2   2   3.1e-06   3.2e-06   20.3  61.5   246   728   431   897   416   908 0.80 -
179362at2759_578458_1:00229b|NODE_859_length_15811_cov_67.394560:11233-15294  -            904 179362at2759         -            938   6.3e-87  287.3  98.1   1   4     2e-81     2e-81  269.1  21.3     1   320     7   346     7   351 0.80 -
179362at2759_578458_1:00229b|NODE_859_length_15811_cov_67.394560:11233-15294  -            904 179362at2759         -            938   6.3e-87  287.3  98.1   2   4   0.00028   0.00028   13.8  41.6   502   787   221   506   219   514 0.89 -
179362at2759_578458_1:00229b|NODE_859_length_15811_cov_67.394560:11233-15294  -            904 179362at2759         -            938   6.3e-87  287.3  98.1   3   4   0.00024   0.00025   14.0  35.3   264   560   378   676   364   688 0.78 -
179362at2759_578458_1:00229b|NODE_859_length_15811_cov_67.394560:11233-15294  -            904 179362at2759         -            938   6.3e-87  287.3  98.1   4   4    0.0045    0.0046    9.8  28.6   489   695   688   896   681   903 0.75 -
179362at2759_13616_0:000b92|NODE_859_length_15811_cov_67.394560:11233-15249   -            889 179362at2759         -            938   6.4e-87  287.3  96.4   1   2   1.8e-82   1.8e-82  272.6  45.0     1   460     7   492     7   495 0.82 -
179362at2759_13616_0:000b92|NODE_859_length_15811_cov_67.394560:11233-15249   -            889 179362at2759         -            938   6.4e-87  287.3  96.4   2   2     2e-06     2e-06   20.9  66.4   248   728   399   878   380   889 0.62 -
179362at2759_879819_1:0007ce|NODE_859_length_15811_cov_67.394560:11233-15258  -            656 179362at2759         -            938   6.6e-87  287.3  61.8   1   2   7.5e-83   7.6e-83  273.8  17.1     1   292     7   319     7   344 0.79 -
179362at2759_879819_1:0007ce|NODE_859_length_15811_cov_67.394560:11233-15258  -            656 179362at2759         -            938   6.6e-87  287.3  61.8   2   2   8.2e-05   8.3e-05   15.6  42.4   412   755   305   641   296   653 0.76 -
179362at2759_118797_0:002cb2|NODE_859_length_15811_cov_67.394560:11233-15222  -            918 179362at2759         -            938     7e-87  287.2 101.7   1   2   1.1e-81   1.2e-81  269.9  22.3     1   336     7   369     7   378 0.86 -
179362at2759_118797_0:002cb2|NODE_859_length_15811_cov_67.394560:11233-15222  -            918 179362at2759         -            938     7e-87  287.2 101.7   2   2   8.8e-07   8.9e-07   22.1  71.5   208   725   404   913   392   917 0.78 -
179362at2759_1026970_0:003762|NODE_859_length_15811_cov_67.394560:11233-15249 -            921 179362at2759         -            938   7.6e-87  287.1 104.2   1   3   1.4e-81   1.5e-81  269.6  22.7     1   336     7   369     7   378 0.86 -
179362at2759_1026970_0:003762|NODE_859_length_15811_cov_67.394560:11233-15249 -            921 179362at2759         -            938   7.6e-87  287.1 104.2   2   3     0.013     0.013    8.3  46.6   177   472   281   589   270   594 0.69 -
179362at2759_1026970_0:003762|NODE_859_length_15811_cov_67.394560:11233-15249 -            921 179362at2759         -            938   7.6e-87  287.1 104.2   3   3   9.7e-07   9.9e-07   21.9  73.7   208   728   398   910   386   921 0.76 -
179362at2759_114398_0:003a32|NODE_859_length_15811_cov_67.394560:11233-15225  -            944 179362at2759         -            938   7.8e-87  287.0 101.3   1   3   5.4e-81   5.4e-81  267.7   7.7     1   279     7   310     7   319 0.85 -
179362at2759_114398_0:003a32|NODE_859_length_15811_cov_67.394560:11233-15225  -            944 179362at2759         -            938   7.8e-87  287.0 101.3   2   3      0.01     0.011    8.6  28.7   545   743   304   500   292   506 0.89 -
179362at2759_114398_0:003a32|NODE_859_length_15811_cov_67.394560:11233-15225  -            944 179362at2759         -            938   7.8e-87  287.0 101.3   3   3   3.4e-06   3.5e-06   20.1  52.2   332   742   519   926   506   943 0.75 -
179362at2759_1408657_1:000920|NODE_859_length_15811_cov_67.394560:11233-15270 -            876 179362at2759         -            938   7.9e-87  287.0 102.7   1   3   1.3e-81   1.3e-81  269.7  30.4     1   382     7   414     7   417 0.69 -
179362at2759_1408657_1:000920|NODE_859_length_15811_cov_67.394560:11233-15270 -            876 179362at2759         -            938   7.9e-87  287.0 102.7   2   3    0.0019    0.0019   11.0  44.5   361   626   286   556   284   564 0.87 -
179362at2759_1408657_1:000920|NODE_859_length_15811_cov_67.394560:11233-15270 -            876 179362at2759         -            938   7.9e-87  287.0 102.7   3   3   6.7e-05   6.8e-05   15.8  35.7   458   744   581   871   560   876 0.67 -
179362at2759_188344_0:000299|NODE_859_length_15811_cov_67.394560:11233-15303  -            953 179362at2759         -            938     8e-87  287.0  97.2   1   3   1.9e-82   1.9e-82  272.5  36.1     1   413     7   451     7   471 0.69 -
179362at2759_188344_0:000299|NODE_859_length_15811_cov_67.394560:11233-15303  -            953 179362at2759         -            938     8e-87  287.0  97.2   2   3   1.9e-05   1.9e-05   17.7  35.1   360   694   510   840   492   853 0.70 -
179362at2759_188344_0:000299|NODE_859_length_15811_cov_67.394560:11233-15303  -            953 179362at2759         -            938     8e-87  287.0  97.2   3   3    0.0063    0.0063    9.3  31.4   489   707   724   933   718   951 0.68 -
179362at2759_400682_0:0009df|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   8.4e-87  286.9 116.3   1   4     3e-80   3.1e-80  265.2  24.6     1   351     7   382     7   388 0.84 -
179362at2759_400682_0:0009df|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   8.4e-87  286.9 116.3   2   4   0.00038   0.00039   13.4  54.5   166   472   304   625   301   630 0.78 -
179362at2759_400682_0:0009df|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   8.4e-87  286.9 116.3   3   4   1.5e-05   1.5e-05   18.0  22.5   367   645   599   866   588   887 0.75 -
179362at2759_400682_0:0009df|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   8.4e-87  286.9 116.3   4   4       1.1       1.1    1.9  17.2   540   685   888  1015   879  1021 0.36 -
179362at2759_100787_1:004a27|NODE_859_length_15811_cov_67.394560:11233-15327  -            913 179362at2759         -            938   9.2e-87  286.8  93.8   1   2   2.8e-82   2.8e-82  271.9  41.0     1   442     7   476     7   478 0.84 -
179362at2759_100787_1:004a27|NODE_859_length_15811_cov_67.394560:11233-15327  -            913 179362at2759         -            938   9.2e-87  286.8  93.8   2   2   9.6e-06   9.8e-06   18.6  73.1   184   745   338   898   327   906 0.78 -
179362at2759_599839_1:001782|NODE_859_length_15811_cov_67.394560:11233-15315  -            825 179362at2759         -            938   9.2e-87  286.8  91.1   1   2     1e-83     1e-83  276.7  55.5     1   561     7   612     7   625 0.77 -
179362at2759_599839_1:001782|NODE_859_length_15811_cov_67.394560:11233-15315  -            825 179362at2759         -            938   9.2e-87  286.8  91.1   2   2   0.00076   0.00077   12.4  28.5   489   688   623   817   616   822 0.81 -
179362at2759_261658_1:001697|NODE_859_length_15811_cov_67.394560:11233-15267  -            963 179362at2759         -            938   9.2e-87  286.8  95.8   1   3   4.3e-81   4.4e-81  268.0   5.6     1   247     7   278     7   303 0.86 -
179362at2759_261658_1:001697|NODE_859_length_15811_cov_67.394560:11233-15267  -            963 179362at2759         -            938   9.2e-87  286.8  95.8   2   3   3.8e-08   3.9e-08   26.6  64.4   166   673   304   812   293   825 0.79 -
179362at2759_261658_1:001697|NODE_859_length_15811_cov_67.394560:11233-15267  -            963 179362at2759         -            938   9.2e-87  286.8  95.8   3   3      0.24      0.24    4.1  10.4   202   669   855   952   838   963 0.32 -
179362at2759_7918_0:0019c4|NODE_859_length_15811_cov_67.394560:11233-15303    -           1008 179362at2759         -            938   9.6e-87  286.7 112.7   1   4   1.1e-81   1.1e-81  269.9  39.8     1   424     7   458     7   461 0.84 -
179362at2759_7918_0:0019c4|NODE_859_length_15811_cov_67.394560:11233-15303    -           1008 179362at2759         -            938   9.6e-87  286.7 112.7   2   4    0.0042    0.0043    9.9  46.2   166   472   292   592   288   598 0.73 -
179362at2759_7918_0:0019c4|NODE_859_length_15811_cov_67.394560:11233-15303    -           1008 179362at2759         -            938   9.6e-87  286.7 112.7   3   4   0.00017   0.00017   14.5  46.2   209   561   399   755   398   768 0.69 -
179362at2759_7918_0:0019c4|NODE_859_length_15811_cov_67.394560:11233-15303    -           1008 179362at2759         -            938   9.6e-87  286.7 112.7   4   4    0.0018    0.0018   11.1  28.7   489   708   766   989   759  1006 0.73 -
179362at2759_51338_0:002f89|NODE_859_length_15811_cov_67.394560:11233-15303   -            924 179362at2759         -            938   9.7e-87  286.7 105.4   1   2   1.7e-81   1.7e-81  269.4  22.8     1   336     7   369     7   377 0.86 -
179362at2759_51338_0:002f89|NODE_859_length_15811_cov_67.394560:11233-15303   -            924 179362at2759         -            938   9.7e-87  286.7 105.4   2   2   9.1e-06   9.3e-06   18.7  78.9   235   744   403   915   359   922 0.67 -
179362at2759_7460_0:00171d|NODE_859_length_15811_cov_67.394560:11233-15264    -            952 179362at2759         -            938   9.7e-87  286.7 106.9   1   3   6.7e-81   6.8e-81  267.4  24.1     1   350     7   381     7   387 0.85 -
179362at2759_7460_0:00171d|NODE_859_length_15811_cov_67.394560:11233-15264    -            952 179362at2759         -            938   9.7e-87  286.7 106.9   2   3    0.0039    0.0039   10.0  47.4   166   472   304   615   300   621 0.75 -
179362at2759_7460_0:00171d|NODE_859_length_15811_cov_67.394560:11233-15264    -            952 179362at2759         -            938   9.7e-87  286.7 106.9   3   3   1.1e-05   1.2e-05   18.4  43.3   367   741   589   946   581   952 0.74 -
179362at2759_109280_0:000ac0|NODE_859_length_15811_cov_67.394560:11233-15267  -            927 179362at2759         -            938     1e-86  286.7 103.0   1   2   1.2e-81   1.2e-81  269.9  41.6     1   428     7   462     7   479 0.83 -
179362at2759_109280_0:000ac0|NODE_859_length_15811_cov_67.394560:11233-15267  -            927 179362at2759         -            938     1e-86  286.7 103.0   2   2   2.5e-06   2.6e-06   20.6  73.0   208   743   398   922   395   927 0.76 -
179362at2759_7222_0:002806|NODE_859_length_15811_cov_67.394560:11233-15294    -           1022 179362at2759         -            938   1.1e-86  286.5 103.2   1   3   5.3e-82   5.4e-82  271.0  19.1     1   320     7   346     7   352 0.80 -
179362at2759_7222_0:002806|NODE_859_length_15811_cov_67.394560:11233-15294    -           1022 179362at2759         -            938   1.1e-86  286.5 103.2   2   3   1.8e-06   1.8e-06   21.0  57.7   194   691   373   870   360   875 0.72 -
179362at2759_7222_0:002806|NODE_859_length_15811_cov_67.394560:11233-15294    -           1022 179362at2759         -            938   1.1e-86  286.5 103.2   3   3     0.076     0.077    5.7  10.7   508   680   914  1013   888  1022 0.31 -
179362at2759_10141_0:001083|NODE_859_length_15811_cov_67.394560:11233-15279   -            944 179362at2759         -            938   1.1e-86  286.5 105.6   1   3   9.5e-81   9.6e-81  266.9  26.4     1   399     7   426     7   428 0.79 -
179362at2759_10141_0:001083|NODE_859_length_15811_cov_67.394560:11233-15279   -            944 179362at2759         -            938   1.1e-86  286.5 105.6   2   3      0.04     0.041    6.7  45.6   166   472   304   602   298   606 0.64 -
179362at2759_10141_0:001083|NODE_859_length_15811_cov_67.394560:11233-15279   -            944 179362at2759         -            938   1.1e-86  286.5 105.6   3   3   1.6e-06   1.7e-06   21.2  76.1   209   739   412   938   409   943 0.76 -
179362at2759_9793_0:002af6|NODE_859_length_15811_cov_67.394560:11233-15249    -            921 179362at2759         -            938   1.2e-86  286.4 105.1   1   3   2.3e-81   2.3e-81  268.9  23.2     1   336     7   369     7   376 0.86 -
179362at2759_9793_0:002af6|NODE_859_length_15811_cov_67.394560:11233-15249    -            921 179362at2759         -            938   1.2e-86  286.4 105.1   2   3     0.073     0.074    5.8  22.5   579   739   343   503   339   513 0.83 -
179362at2759_9793_0:002af6|NODE_859_length_15811_cov_67.394560:11233-15249    -            921 179362at2759         -            938   1.2e-86  286.4 105.1   3   3   3.2e-06   3.3e-06   20.2  74.6   209   728   399   910   396   921 0.76 -
179362at2759_144197_0:0027a6|NODE_859_length_15811_cov_67.394560:11233-15303  -           1011 179362at2759         -            938   1.3e-86  286.2 108.7   1   4   2.3e-81   2.4e-81  268.9  23.0     1   336     7   369     7   377 0.86 -
179362at2759_144197_0:0027a6|NODE_859_length_15811_cov_67.394560:11233-15303  -           1011 179362at2759         -            938   1.3e-86  286.2 108.7   2   4      0.12      0.12    5.1  42.2   166   471   292   594   292   598 0.78 -
179362at2759_144197_0:0027a6|NODE_859_length_15811_cov_67.394560:11233-15303  -           1011 179362at2759         -            938   1.3e-86  286.2 108.7   3   4   3.7e-05   3.8e-05   16.7  41.2   208   559   404   756   393   760 0.79 -
179362at2759_144197_0:0027a6|NODE_859_length_15811_cov_67.394560:11233-15303  -           1011 179362at2759         -            938   1.3e-86  286.2 108.7   4   4    0.0019    0.0019   11.1  28.8   489   708   769   992   762  1009 0.73 -
179362at2759_10047_0:0013c0|NODE_859_length_15811_cov_67.394560:11233-15222   -            918 179362at2759         -            938   1.4e-86  286.2 103.0   1   3   1.5e-81   1.6e-81  269.5  22.9     1   336     7   369     7   393 0.86 -
179362at2759_10047_0:0013c0|NODE_859_length_15811_cov_67.394560:11233-15222   -            918 179362at2759         -            938   1.4e-86  286.2 103.0   2   3      0.14      0.15    4.8  34.3   515   740   286   510   281   526 0.86 -
179362at2759_10047_0:0013c0|NODE_859_length_15811_cov_67.394560:11233-15222   -            918 179362at2759         -            938   1.4e-86  286.2 103.0   3   3   3.1e-06   3.2e-06   20.3  72.4   209   725   405   913   402   917 0.78 -
179362at2759_9361_0:001637|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   1   3   1.7e-81   1.7e-81  269.3  22.9     1   336     7   369     7   377 0.86 -
